Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings,F,I,M
F,1.7988886833190918,1.936134934425354,1.3266589641571045,2.335686445236206,1.075229287147522,2.079416275024414,3.385175943374634,15,1,0,0
M,0.7995426058769226,0.5756314396858215,1.2071048021316528,1.045739769935608,0.9513200521469116,1.2491329908370972,0.8346322774887085,10,0,0,1
M,0.6329851150512695,0.6764094233512878,1.2071048021316528,0.5277214646339417,0.19659917056560516,0.7746854424476624,0.6190933585166931,13,0,0,1
M,0.5497058629989624,0.42446428537368774,1.0875507593154907,0.9264323115348816,0.5120048522949219,0.8704872131347656,1.3375564813613892,15,0,0,1
M,0.7995426058769226,0.6764094233512878,1.0875507593154907,1.0120890140533447,1.1045169830322266,1.3175629377365112,0.6550166606903076,12,0,0,1
F,0.34150898456573486,0.42446428537368774,1.3266589641571045,0.35640835762023926,0.21011652052402496,0.6378254294395447,0.331708163022995,14,1,0,0
M,0.4247877299785614,0.4748535454273224,0.1311173439025879,0.6857781410217285,0.998630702495575,0.4279736876487732,0.43947774171829224,13,0,0,1
F,0.7995426058769226,1.0291324853897095,1.5657674074172974,1.057976245880127,0.5322809219360352,0.6925694942474365,1.7327109575271606,13,1,0,0
M,0.7995426058769226,0.5756314396858215,1.0875507593154907,0.9080774784088135,0.989619255065918,1.1487690210342407,0.5831702351570129,11,0,0,1
F,-0.15816402435302734,-0.3313707411289215,0.9679967761039734,-0.5317683219909668,-0.5716390013694763,-0.2836979031562805,-0.4945242404937744,11,1,0,0
F,-0.5329186320304871,0.17251944541931152,0.37022578716278076,-0.16874781250953674,-0.26524487137794495,-0.2608879506587982,0.008399805054068565,7,1,0,0
M,-0.28308215737342834,-0.1802038848400116,0.011563297361135483,-0.24828597903251648,-0.35986655950546265,0.34585773944854736,-0.4226779341697693,12,0,0,1
F,0.008393485099077225,0.12213020026683807,0.48977982997894287,-0.14835341274738312,-0.38239553570747375,-0.0692840963602066,0.25986194610595703,8,1,0,0
I,-1.5322645902633667,-1.4903181791305542,-1.4230866432189941,-1.282282829284668,-1.258772850036621,-1.1413532495498657,-1.3207567930221558,5,0,1,0
I,-1.2407886981964111,-1.0368168354034424,-0.5862074494361877,-1.1364628076553345,-1.2047033309936523,-0.97255939245224,-1.0692946910858154,7,0,1,0
M,0.7162638306617737,0.7267983555793762,0.25067174434661865,0.7571587562561035,0.9040091633796692,0.5922054648399353,0.2957850694656372,13,0,0,1
F,0.7162638306617737,0.8779655694961548,1.0875507593154907,0.6613049507141113,0.7958700656890869,1.002785086631775,0.04432303085923195,7,1,0,0
F,0.5080664753913879,0.42446428537368774,0.7288882732391357,0.08108377456665039,-0.1210593655705452,-0.1559620052576065,0.22393883764743805,21,1,0,0
M,0.3831483721733093,0.5252425074577332,0.011563297361135483,0.2544362545013428,0.3926013112068176,0.23636969923973083,0.04432303085923195,11,0,0,1
M,0.46642711758613586,0.4748535454273224,0.7288882732391357,0.20650945603847504,0.21912813186645508,0.7153794169425964,-0.13529276847839355,8,0,0,1
M,0.9244607090950012,1.0795214176177979,0.7288882732391357,0.9101167321205139,0.6742135286331177,0.9617273807525635,0.726862907409668,15,0,0,1
M,1.4657732248306274,1.7345783710479736,1.5657674074172974,2.653839588165283,1.7218111753463745,2.8230221271514893,2.451174020767212,19,0,0,1
M,1.2575763463974,1.1802992820739746,1.0875507593154907,1.5464226007461548,1.5055327415466309,1.4179269075393677,1.1220176219940186,12,0,0,1
F,1.0077394247055054,1.1802992820739746,1.2071048021316528,1.9981589317321777,1.5505907535552979,1.8969366550445557,1.1220176219940186,17,1,0,0
M,1.8405280113220215,1.7849674224853516,1.8048758506774902,3.40639328956604,2.5553834438323975,2.658790111541748,3.3133296966552734,16,0,0,1
F,1.3408550024032593,1.3818557262420654,0.9679967761039734,1.9155614376068115,1.757857322692871,1.928870439529419,1.76863431930542,15,1,0,0
M,0.674624502658844,0.8275765776634216,0.9679967761039734,0.8122236132621765,0.5435454249382019,0.9708512425422668,0.7987091541290283,17,0,0,1
F,0.5497058629989624,0.5756314396858215,0.25067174434661865,0.3431519865989685,0.1470353752374649,0.5967675447463989,0.726862907409668,11,1,0,0
F,1.0493788719177246,1.1802992820739746,0.8484423756599426,1.2109344005584717,1.1292989253997803,1.0849010944366455,1.4812489748001099,19,1,0,0
F,0.6329851150512695,0.7267983555793762,0.25067174434661865,0.40841424465179443,0.22138099372386932,0.820305347442627,0.40355440974235535,15,1,0,0
F,0.7995426058769226,0.9283545017242432,0.8484423756599426,0.7286064624786377,0.6269026398658752,1.1031490564346313,0.7987091541290283,11,1,0,0
M,0.8828213810920715,1.0795214176177979,0.48977982997894287,0.38190147280693054,0.2799564003944397,0.5785195231437683,0.8346322774887085,18,0,0,1
M,0.46642711758613586,0.5756314396858215,0.1311173439025879,0.11881350725889206,0.3655664920806885,-0.1377139836549759,0.18801550567150116,10,0,0,1
F,0.46642711758613586,0.4748535454273224,-0.466653436422348,0.49916937947273254,0.539039671421051,0.8476772904396057,0.18801550567150116,9,1,0,0
M,0.8828213810920715,0.8275765776634216,0.9679967761039734,0.6143977642059326,0.4444179832935333,0.8750491738319397,0.5472471117973328,11,0,0,1
F,1.3824944496154785,1.5330225229263306,1.8048758506774902,1.8156287670135498,1.4447046518325806,1.0803390741348267,1.6608648300170898,16,1,0,0
F,1.0493788719177246,1.3818557262420654,0.6093342304229736,1.5035942792892456,1.3748648166656494,1.5046048164367676,1.2657101154327393,15,1,0,0
F,1.1326581239700317,1.5834115743637085,1.3266589641571045,1.9002655744552612,1.4987740516662598,1.3312489986419678,1.8764036893844604,15,1,0,0
F,1.2992156744003296,1.7345783710479736,1.4462133646011353,1.9543107748031616,1.0166538953781128,2.4854342937469482,2.594866991043091,18,1,0,0
F,1.4657732248306274,1.6841894388198853,0.7288882732391357,0.9814971089363098,0.6764665842056274,1.2171992063522339,1.3016331195831299,13,1,0,0
M,1.3408550024032593,1.1299103498458862,0.25067174434661865,1.04879891872406,0.4691998064517975,1.0164711475372314,1.1579407453536987,12,0,0,1
F,1.2575763463974,1.3818557262420654,1.3266589641571045,1.8472403287887573,1.4649806022644043,1.7235808372497559,2.6307899951934814,19,1,0,0
M,0.8828213810920715,0.8275765776634216,1.2071048021316528,0.7112712860107422,0.6043736934661865,1.422488808631897,0.331708163022995,10,0,0,1
F,0.5080664753913879,0.42446428537368774,0.48977982997894287,0.5063073635101318,0.6314085125923157,0.9754131436347961,0.08024614304304123,9,1,0,0
M,0.34150898456573486,0.5756314396858215,0.8484423756599426,0.33907315135002136,0.13577091693878174,0.021955890581011772,0.9424017667770386,14,0,0,1
F,0.7162638306617737,0.8779655694961548,1.0875507593154907,0.5705497860908508,0.050160814076662064,1.212636947631836,0.6550166606903076,11,1,0,0
M,0.674624502658844,0.6260204315185547,0.9679967761039734,0.6358118057250977,0.07268977910280228,0.9115452170372009,1.050171136856079,14,0,0,1
M,0.09167273342609406,0.12213020026683807,0.1311173439025879,-0.07697291672229767,-0.13232384622097015,0.07669983059167862,0.08024614304304123,9,0,0,1
M,-0.3247215151786804,-0.07942565530538559,-0.10799074918031693,-0.338021457195282,-0.20892247557640076,-0.39774784445762634,-0.2789853513240814,9,0,0,1
M,-0.4496398866176605,-0.3313707411289215,-0.466653436422348,-0.5552219152450562,-0.6009266972541809,-0.5346076488494873,-0.31490859389305115,11,0,0,1
M,0.1749514788389206,0.17251944541931152,-0.10799074918031693,0.032137203961610794,0.06142529472708702,0.26830366253852844,-0.027523312717676163,9,0,0,1
F,-0.5745580196380615,-0.3817597031593323,-0.8253158926963806,-0.6857461929321289,-0.6459845900535583,-0.5117977261543274,-0.74598628282547,8,1,0,0
M,0.13331210613250732,0.12213020026683807,0.37022578716278076,-0.18404361605644226,-0.035449277609586716,-0.2608879506587982,-0.17121589183807373,11,0,0,1
M,-0.5329186320304871,-0.28098180890083313,-0.10799074918031693,-0.7071603536605835,-0.6865367889404297,-0.5300456881523132,-0.6741400361061096,9,0,0,1
M,-0.28308215737342834,0.12213020026683807,-0.3470992147922516,-0.44815123081207275,-0.5423513650894165,-0.3384418189525604,-0.13529276847839355,13,0,0,1
I,-0.491279274225235,-0.3313707411289215,-0.466653436422348,-0.7295942306518555,-0.618949830532074,-0.5619796514511108,-0.7100631594657898,8,0,1,0
I,-0.9076735377311707,-0.8352609872817993,-0.9448699355125427,-1.034490704536438,-0.9275968670845032,-1.104857325553894,-0.9615252614021301,9,0,1,0
M,-0.40800052881240845,-0.3313707411289215,-0.3470992147922516,-0.4807823598384857,-0.371131032705307,-0.5984756350517273,-0.4226779341697693,9,0,0,1
F,-0.4496398866176605,-0.3313707411289215,-0.3470992147922516,-0.5450246930122375,-0.4837759733200073,-0.39774784445762634,-0.4226779341697693,9,1,0,0
I,-1.32406747341156,-1.1375950574874878,-1.0644241571426392,-1.1803107261657715,-1.1348633766174316,-1.1504772901535034,-1.1411410570144653,8,0,1,0
I,-1.490625262260437,-1.3391510248184204,-1.0644241571426392,-1.283302664756775,-1.2790489196777344,-1.1596013307571411,-1.2129873037338257,5,0,1,0
I,-1.1158705949783325,-0.9864278435707092,-0.9448699355125427,-1.074259877204895,-1.0965641736984253,-1.0637993812561035,-0.8896788954734802,10,0,1,0
F,-0.1998033970594406,-0.12981460988521576,0.011563297361135483,-0.23095077276229858,-0.19315211474895477,-0.04191206023097038,0.008399805054068565,9,1,0,0
M,-0.4496398866176605,-0.28098180890083313,0.1311173439025879,-0.49403873085975647,-0.5446042418479919,-0.33387988805770874,-0.3867548108100891,7,0,0,1
M,0.09167273342609406,0.3236863613128662,0.25067174434661865,-0.3104889392852783,-0.4657527506351471,-0.3794998228549957,0.15209238231182098,11,0,0,1
M,0.5080664753913879,0.4748535454273224,0.25067174434661865,0.3227575719356537,0.34303751587867737,0.24549371004104614,0.5113239884376526,10,0,0,1
F,-0.3247215151786804,-0.43214866518974304,-0.466653436422348,-0.4899597764015198,-0.40267160534858704,-0.45249176025390625,-0.4586011469364166,8,1,0,0
M,-0.07488526403903961,0.4748535454273224,-0.10799074918031693,-0.21667462587356567,-0.29002681374549866,-0.16508601605892181,-0.027523312717676163,8,0,0,1
F,-0.7411157488822937,-0.8352609872817993,-0.7057616710662842,-0.8060732483863831,-0.8172048330307007,-0.749021589756012,-0.6022937297821045,6,1,0,0
F,-0.07488526403903961,0.07174123823642731,0.011563297361135483,-0.27581852674484253,-0.2156810760498047,-0.2608879506587982,-0.2789853513240814,9,1,0,0
I,-0.699476420879364,-0.6337048411369324,-0.466653436422348,-0.9457749724388123,-0.8735273480415344,-0.8904435038566589,-0.92560213804245,6,0,1,0
F,0.008393485099077225,0.3236863613128662,0.25067174434661865,0.02805825136601925,0.04114920273423195,0.16337788105010986,0.008399805054068565,11,1,0,0
M,-0.6161976456642151,-0.5329269170761108,-0.5862074494361877,-0.7132786512374878,-0.6617549061775208,-0.6942775845527649,-0.6382168531417847,7,0,0,1
M,0.5497058629989624,0.7771876454353333,-0.466653436422348,0.16776007413864136,0.13802377879619598,0.01283187884837389,0.36763128638267517,15,0,0,1
M,0.2582302391529083,0.42446428537368774,0.1311173439025879,0.1759178638458252,0.18308182060718536,0.5967675447463989,0.331708163022995,10,0,0,1
M,0.3831483721733093,0.3236863613128662,-1.0644241571426392,-0.0035529888700693846,-0.08951880037784576,0.37322962284088135,-0.027523312717676163,7,0,0,1
M,0.5497058629989624,0.9283545017242432,0.6093342304229736,0.5623921155929565,0.43765923380851746,0.5648335814476013,0.726862907409668,14,0,0,1
M,0.5080664753913879,0.6764094233512878,-0.466653436422348,0.23710104823112488,0.2281397432088852,0.2819897532463074,0.2957850694656372,13,0,0,1
F,0.46642711758613586,0.5252425074577332,-0.466653436422348,0.3360139727592468,0.4646940529346466,0.5283375382423401,0.2957850694656372,10,1,0,0
M,0.1749514788389206,0.3236863613128662,-0.466653436422348,0.05661055073142052,-0.05347249656915665,-0.0829700455069542,0.008399805054068565,11,0,0,1
F,0.674624502658844,0.8779655694961548,0.7288882732391357,0.8356771469116211,0.7598236203193665,0.601329505443573,1.0860942602157593,13,1,0,0
F,0.7995426058769226,0.6260204315185547,0.011563297361135483,0.4155522584915161,0.005102900788187981,0.3960397243499756,0.870555579662323,14,1,0,0
F,0.8828213810920715,0.9283545017242432,0.7288882732391357,0.9886353611946106,0.9017561078071594,0.7883712649345398,1.1579407453536987,19,1,0,0
M,0.8828213810920715,1.0795214176177979,0.6093342304229736,1.067153811454773,0.5795918703079224,1.5365389585494995,1.51717209815979,19,0,0,1
F,0.8828213810920715,0.9283545017242432,0.37022578716278076,0.3594675362110138,0.03439059853553772,0.16793981194496155,0.870555579662323,15,1,0,0
M,0.1749514788389206,0.021352272480726242,0.011563297361135483,-0.41552022099494934,-0.6144440174102783,-0.1878959834575653,-0.027523312717676163,12,0,0,1
F,1.2159368991851807,1.3314666748046875,0.6093342304229736,1.3720502853393555,0.714765727519989,1.6186548471450806,1.9123268127441406,13,1,0,0
I,-0.28308215737342834,-0.28098180890083313,-0.466653436422348,-0.6113066077232361,-0.6437317132949829,-0.3794998228549957,-0.6022937297821045,10,0,1,0
F,-0.28308215737342834,-0.1802038848400116,-0.10799074918031693,-0.5103542804718018,-0.5085578560829163,-0.5254836678504944,-0.2789853513240814,12,1,0,0
I,-1.94865882396698,-1.843041181564331,-1.6621949672698975,-1.4841874837875366,-1.457027792930603,-1.4333211183547974,-1.4644492864608765,7,0,1,0
I,-2.198495388031006,-2.0949862003326416,-1.6621949672698975,-1.502542495727539,-1.4525220394134521,-1.4652551412582397,-1.5003725290298462,5,0,1,0
M,0.46642711758613586,0.42446428537368774,0.8484423756599426,0.4879522919654846,0.2957267463207245,0.20443572103977203,0.5831702351570129,12,0,0,1
F,0.7162638306617737,0.7771876454353333,0.6093342304229736,0.535879373550415,0.15379412472248077,0.5739574432373047,0.6550166606903076,17,1,0,0
M,0.6329851150512695,0.9283545017242432,0.48977982997894287,0.3798619508743286,0.18082895874977112,-0.06472202390432358,0.6550166606903076,18,0,0,1
F,0.2998695969581604,0.4748535454273224,-0.3470992147922516,0.23302221298217773,-0.06924271583557129,-0.47073981165885925,0.9783248901367188,20,1,0,0
F,0.4247877299785614,0.42446428537368774,0.7288882732391357,0.44614383578300476,0.0817013829946518,-0.0920940563082695,1.050171136856079,17,1,0,0
F,0.3831483721733093,0.42446428537368774,0.8484423756599426,0.25851520895957947,0.09296586364507675,-0.12858997285366058,0.40355440974235535,17,1,0,0
M,0.6329851150512695,0.6260204315185547,0.37022578716278076,0.4226902723312378,0.3520491421222687,0.14056777954101562,0.6190933585166931,19,0,0,1
M,0.34150898456573486,0.4748535454273224,0.7288882732391357,0.15858252346515656,-0.0782543197274208,-0.2243918925523758,0.5831702351570129,17,0,0,1
M,0.1749514788389206,0.12213020026683807,0.011563297361135483,-0.15957026183605194,-0.5040520429611206,-0.46161577105522156,0.1161692664027214,21,0,0,1
I,-0.699476420879364,-0.6337048411369324,-0.9448699355125427,-0.9437355399131775,-1.069529414176941,-0.8220135569572449,-0.8537557721138,12,0,1,0
M,-0.1998033970594406,0.021352272480726242,0.25067174434661865,-0.34006088972091675,-0.3508549630641937,-0.39774784445762634,-0.13529276847839355,10,0,0,1
I,-1.3657068014144897,-1.3391510248184204,-1.0644241571426392,-1.2476123571395874,-1.240749716758728,-1.2508411407470703,-1.0692946910858154,6,0,1,0
I,-1.1575099229812622,-1.0368168354034424,-1.0644241571426392,-1.1762319803237915,-1.206956148147583,-1.1459152698516846,-1.0692946910858154,13,0,1,0
M,-1.1158705949783325,-1.0872057676315308,-1.1839781999588013,-1.0671218633651733,-0.9749076962471008,-1.0592373609542847,-1.1052178144454956,8,0,0,1
M,-0.1998033970594406,0.07174123823642731,0.6093342304229736,-0.28601571917533875,-0.4972933828830719,-0.38862383365631104,0.08024614304304123,12,0,0,1
I,-1.3657068014144897,-1.3391510248184204,-0.7057616710662842,-1.2139614820480347,-1.1911859512329102,-1.1687253713607788,-1.1052178144454956,9,0,1,0
I,-1.5739039182662964,-1.4903181791305542,-0.9448699355125427,-1.2985984086990356,-1.2655315399169922,-1.1139813661575317,-1.2129873037338257,7,0,1,0
F,-0.15816402435302734,0.17251944541931152,0.011563297361135483,0.04335417225956917,-0.3801426589488983,-0.16508601605892181,0.331708163022995,18,1,0,0
I,-1.0742309093475342,-1.1375950574874878,-0.9448699355125427,-1.1364628076553345,-1.0154598951339722,-1.3512051105499268,-1.1052178144454956,9,0,1,0
F,-0.9493128657341003,-0.8352609872817993,-0.8253158926963806,-0.9488341212272644,-0.902815043926239,-0.9451874494552612,-0.8537557721138,9,1,0,0
F,0.2998695969581604,0.4748535454273224,1.2071048021316528,-0.23400995135307312,-0.3440963625907898,-0.47073981165885925,0.25986194610595703,8,1,0,0
M,0.34150898456573486,0.27329736948013306,1.0875507593154907,0.31154072284698486,-0.13682971894741058,-0.4068717062473297,1.0860942602157593,12,0,0,1
M,0.34150898456573486,0.4748535454273224,1.0875507593154907,0.19937144219875336,-0.02418479695916176,-0.2107059508562088,0.9783248901367188,15,0,0,1
M,0.674624502658844,0.9283545017242432,0.8484423756599426,0.5491357445716858,0.5277751684188843,0.46903154253959656,0.9783248901367188,11,0,0,1
F,0.34150898456573486,0.4748535454273224,0.25067174434661865,-0.0168093703687191,0.025378990918397903,-0.19701999425888062,0.15209238231182098,17,1,0,0
M,1.6739705801010132,1.5834115743637085,1.8048758506774902,2.166412830352783,1.5235559940338135,2.6633520126342773,2.451174020767212,15,0,0,1
F,1.2575763463974,1.2810777425765991,0.48977982997894287,1.1854413747787476,1.0481946468353271,1.2491329908370972,1.3016331195831299,15,1,0,0
F,1.174297571182251,1.4826335906982422,1.3266589641571045,1.243565559387207,0.998630702495575,1.5821588039398193,0.870555579662323,16,1,0,0
F,0.34150898456573486,0.8275765776634216,0.37022578716278076,0.19529248774051666,0.20561078190803528,0.35498175024986267,0.1161692664027214,10,1,0,0
F,1.0077394247055054,1.4322446584701538,0.8484423756599426,0.9437675476074219,0.9490670561790466,1.130521297454834,0.6550166606903076,13,1,0,0
M,0.4247877299785614,0.6260204315185547,0.011563297361135483,0.017861053347587585,-0.048966627568006516,-0.06472202390432358,0.008399805054068565,10,0,0,1
F,0.9661000967025757,1.3314666748046875,0.8484423756599426,0.7999868392944336,0.6787192821502686,0.7153794169425964,1.0860942602157593,14,1,0,0
I,-1.3657068014144897,-1.2887619733810425,-0.8253158926963806,-1.2843222618103027,-1.3060836791992188,-1.2371551990509033,-1.1411410570144653,8,0,1,0
I,-0.9076735377311707,-0.9864278435707092,-0.7057616710662842,-1.0854767560958862,-1.0650235414505005,-1.1276673078536987,-1.0010406970977783,9,0,1,0
F,0.008393485099077225,0.021352272480726242,-0.10799074918031693,-0.24522680044174194,-0.299038290977478,-0.2563258707523346,-0.027523312717676163,10,1,0,0
M,-1.1991493701934814,-1.2383729219436646,-0.9448699355125427,-1.1466599702835083,-1.1010699272155762,-1.0911712646484375,-1.1770641803741455,10,0,0,1
F,0.5080664753913879,0.5756314396858215,0.7288882732391357,0.3319351375102997,0.12225356698036194,0.3960397243499756,0.18801550567150116,11,1,0,0
I,-2.365053176879883,-2.2461531162261963,-1.6621949672698975,-1.5443511009216309,-1.5020859241485596,-1.483502984046936,-1.5362956523895264,5,0,1,0
I,-2.5316104888916016,-2.447709321975708,-2.020857334136963,-1.5790215730667114,-1.5223619937896729,-1.538246989250183,-1.5722187757492065,4,0,1,0
I,-2.2401347160339355,-2.1453752517700195,-1.6621949672698975,-1.5402722358703613,-1.5043387413024902,-1.4652551412582397,-1.5362956523895264,5,0,1,0
I,-2.906365394592285,-2.8508212566375732,-2.140411615371704,-1.6422443389892578,-1.5831900835037231,-1.6158009767532349,-1.6584343910217285,4,0,1,0
F,1.2159368991851807,1.4322446584701538,1.2071048021316528,1.1456722021102905,0.8251577615737915,1.1213971376419067,1.1579407453536987,11,1,0,0
M,1.0910183191299438,1.2306883335113525,1.3266589641571045,1.1405737400054932,0.9355495572090149,0.8476772904396057,1.229786992073059,12,0,0,1
F,1.2992156744003296,1.4322446584701538,1.6853214502334595,1.867634654045105,1.0729765892028809,1.1350831985473633,2.774482488632202,16,1,0,0
M,1.2575763463974,1.4826335906982422,1.4462133646011353,1.243565559387207,0.8364222645759583,0.7838093042373657,1.6249417066574097,20,0,0,1
F,0.050032857805490494,0.3236863613128662,-0.10799074918031693,-0.09226871281862259,-0.20892247557640076,-0.0829700455069542,-0.14606967568397522,8,1,0,0
F,-0.07488526403903961,-0.029036689549684525,-0.466653436422348,-0.37269189953804016,-0.3148086369037628,-0.36581385135650635,-0.44423186779022217,9,1,0,0
I,-0.7827551364898682,-0.6840937733650208,-0.466653436422348,-0.9610708355903625,-0.9388613700866699,-1.0592373609542847,-0.9651175141334534,8,0,1,0
F,-0.03324589133262634,-0.029036689549684525,-0.466653436422348,-0.4114413857460022,-0.42745357751846313,-0.35668984055519104,-0.4154933989048004,10,1,0,0
F,0.1749514788389206,0.07174123823642731,0.48977982997894287,-0.11674205958843231,-0.3936600089073181,-0.3201937973499298,0.27063873410224915,9,1,0,0
M,0.050032857805490494,0.07174123823642731,0.8484423756599426,-0.1820041984319687,-0.4432238042354584,-0.3749377429485321,0.18442323803901672,16,0,0,1
F,-0.491279274225235,-0.5833158493041992,-0.5862074494361877,-0.8315662741661072,-0.914079487323761,-0.817451536655426,-0.7495786547660828,8,1,0,0
M,1.174297571182251,1.3314666748046875,0.8484423756599426,1.0569565296173096,0.6133852601051331,0.6697595119476318,1.2657101154327393,16,0,0,1
M,1.7572492361068726,1.83535635471344,2.0439839363098145,1.8910882472991943,1.2509554624557495,1.4589848518371582,2.451174020767212,20,0,0,1
M,1.1326581239700317,1.3818557262420654,1.0875507593154907,1.0018917322158813,0.7710881233215332,0.7564374208450317,1.5530954599380493,15,0,0,1
F,1.4657732248306274,1.7849674224853516,1.0875507593154907,1.9961193799972534,1.5596024990081787,1.2856290340423584,1.69678795337677,27,1,0,0
M,0.4247877299785614,-0.07942565530538559,0.37022578716278076,0.21160805225372314,0.005102900788187981,0.5830814838409424,0.43947774171829224,16,0,0,1
M,0.3831483721733093,0.5756314396858215,-0.3470992147922516,0.041314635425806046,0.08620725572109222,-0.0373501218855381,0.008399805054068565,14,0,0,1
F,0.46642711758613586,0.5252425074577332,0.25067174434661865,0.3400929272174835,0.3137498199939728,0.28655171394348145,0.15209238231182098,18,1,0,0
M,0.8828213810920715,0.7267983555793762,0.1311173439025879,0.37272393703460693,0.2889679968357086,0.5146515965461731,0.4754008948802948,11,0,0,1
F,0.5080664753913879,0.5756314396858215,0.011563297361135483,0.16164171695709229,0.09747173637151718,-0.17420989274978638,0.5472471117973328,12,1,0,0
M,0.21659085154533386,0.42446428537368774,-0.22754515707492828,0.1861150562763214,0.08395425230264664,0.5283375382423401,0.36763128638267517,10,0,0,1
F,0.8411819934844971,1.0795214176177979,0.25067174434661865,0.8417955636978149,0.7395476698875427,1.1487690210342407,0.870555579662323,14,1,0,0
M,0.13331210613250732,0.12213020026683807,-0.10799074918031693,-0.0433221310377121,-0.048966627568006516,-0.00997808389365673,-0.027523312717676163,10,0,0,1
F,0.3831483721733093,0.4748535454273224,0.6093342304229736,0.4706170856952667,0.36331361532211304,0.35498175024986267,0.331708163022995,13,1,0,0
M,0.5497058629989624,0.4748535454273224,0.1311173439025879,0.49814948439598083,0.5210164785385132,0.08582384139299393,0.331708163022995,13,0,0,1
M,0.46642711758613586,0.5252425074577332,-0.22754515707492828,0.18815447390079498,-0.010667450726032257,0.003707866882905364,0.36763128638267517,12,0,0,1
F,1.0910183191299438,1.0291324853897095,0.37022578716278076,0.9396886825561523,0.789111316204071,0.9571651220321655,1.229786992073059,10,1,0,0
M,1.0910183191299438,1.2306883335113525,0.8484423756599426,0.8866631388664246,0.570580244064331,0.7564374208450317,1.2657101154327393,14,0,0,1
M,0.8411819934844971,0.9283545017242432,1.3266589641571045,1.101824164390564,1.0279184579849243,0.34585773944854736,0.9424017667770386,16,0,0,1
F,0.8411819934844971,0.9283545017242432,0.25067174434661865,0.25341662764549255,-0.06698984652757645,0.39147764444351196,0.4754008948802948,14,1,0,0
F,0.9661000967025757,1.1299103498458862,0.8484423756599426,0.8550519347190857,0.2934737503528595,0.7199413776397705,1.7327109575271606,11,1,0,0
F,0.674624502658844,0.7771876454353333,0.6093342304229736,0.3706843852996826,0.3407846689224243,0.2591798007488251,0.43947774171829224,18,1,0,0
F,0.7579032182693481,1.1802992820739746,0.37022578716278076,0.42778873443603516,0.30473822355270386,0.4644696116447449,0.7627860307693481,10,1,0,0
M,0.2582302391529083,0.42446428537368774,0.8484423756599426,0.09230074286460876,-0.14358846843242645,0.19531184434890747,0.4754008948802948,9,0,0,1
F,0.46642711758613586,0.3236863613128662,0.9679967761039734,0.05151183158159256,0.03213759511709213,-0.1559620052576065,0.04432303085923195,11,1,0,0
F,0.7995426058769226,1.1299103498458862,2.0439839363098145,0.7235080003738403,0.08395425230264664,0.8157434463500977,1.1220176219940186,22,1,0,0
F,0.7995426058769226,0.6260204315185547,2.0439839363098145,0.5838061571121216,0.08395425230264664,0.30936166644096375,0.870555579662323,14,1,0,0
F,0.6329851150512695,0.9787434935569763,1.2071048021316528,0.6123582124710083,0.35655486583709717,0.6880075335502625,0.870555579662323,12,1,0,0
F,0.8411819934844971,0.7771876454353333,1.2071048021316528,0.7051528692245483,0.35655486583709717,0.45534560084342957,1.3016331195831299,16,1,0,0
M,0.6329851150512695,0.6260204315185547,0.8484423756599426,0.5634117722511292,0.5728331208229065,0.6058914065361023,0.5472471117973328,14,0,0,1
M,0.2998695969581604,0.5252425074577332,2.2830922603607178,0.02194000408053398,-0.1210593655705452,-0.21526788175106049,0.4754008948802948,11,0,0,1
M,0.5080664753913879,0.4748535454273224,2.0439839363098145,0.4614395201206207,0.09972460567951202,0.36866769194602966,0.9064786434173584,14,0,0,1
M,0.2998695969581604,0.27329736948013306,0.9679967761039734,0.1228923350572586,0.0028500317130237818,0.21355973184108734,0.08024614304304123,10,0,0,1
I,0.2998695969581604,0.374075323343277,0.37022578716278076,0.0912809744477272,-0.26524487137794495,0.2591798007488251,0.25986194610595703,15,0,1,0
I,1.2992156744003296,1.2306883335113525,1.0875507593154907,0.5725893378257751,0.35880789160728455,0.587643563747406,0.726862907409668,9,0,1,0
F,-0.5745580196380615,-0.5833158493041992,0.011563297361135483,-0.6327207684516907,-0.6234556436538696,-0.49354976415634155,-0.74598628282547,9,1,0,0
F,-0.28308215737342834,-0.28098180890083313,0.1311173439025879,-0.31864672899246216,-0.4972933828830719,0.003707866882905364,-0.20713910460472107,9,1,0,0
M,-1.782101035118103,-1.8934301137924194,-1.303532361984253,-1.392412781715393,-1.3443830013275146,-1.3147090673446655,-1.3926030397415161,5,0,0,1
F,-2.0735769271850586,-2.1453752517700195,-1.6621949672698975,-1.5270158052444458,-1.479556918144226,-1.4515690803527832,-1.5362956523895264,4,1,0,0
M,-2.1152162551879883,-2.1453752517700195,-1.4230866432189941,-1.486227035522461,-1.445763349533081,-1.469817042350769,-1.5003725290298462,5,0,0,1
M,-1.032591700553894,-1.1879839897155762,-0.5862074494361877,-1.1201472282409668,-1.1168402433395386,-1.1231052875518799,-1.1770641803741455,8,0,0,1
M,-2.031937599182129,-2.0949862003326416,-1.4230866432189941,-1.5035622119903564,-1.4705452919006348,-1.4515690803527832,-1.5003725290298462,4,0,0,1
M,-1.6571829319000244,-1.7926521301269531,-1.1839781999588013,-1.3903732299804688,-1.3488887548446655,-1.3375190496444702,-1.3926030397415161,3,0,0,1
F,-1.490625262260437,-1.591096043586731,-1.1839781999588013,-1.2761645317077637,-1.2677843570709229,-1.109419345855713,-1.3207567930221558,5,1,0,0
